Text,Sentiment,cleaned_text
"RT @GunjanJS: NEW: Bridgewaterâ€™s giant options bet helps limit losses 

Trade that would pay out if the stock market declined before late Mâ€¦",1,rt gunjanjs new bridgewaterâs giant option bet help limit loss trade would pay stock market declined late mâ
Answers to questions from Wall Street Journal readers about how the temporary suspension of required minimum distriâ€¦ https://t.co/bXF5nAtUbB,1,answer question wall street journal reader temporary suspension required minimum distriâ httpstcobxfnatubb
"Is this the key to help restart an economy in the pandemic? Unlike many insurers world-wide, Chinese insurers are pâ€¦ https://t.co/ZMenP8OCVy",1,key help restart economy pandemic unlike many insurer worldwide chinese insurer pâ httpstcozmenpocvy
Fed Chairman Jerome Powell says central bank â€˜watching carefullyâ€™ as firms brace for wave of missed mortgage paymenâ€¦ https://t.co/huqWnS7D7t,-1,fed chairman jerome powell say central bank âwatching carefullyâ firm brace wave missed mortgage paymenâ httpstcohuqwnsdt
Record-setting jobless claims and dire economic forecasts are giving fresh urgency to the debate over how rapidly câ€¦ https://t.co/JEB4TnPtdt,-1,recordsetting jobless claim dire economic forecast giving fresh urgency debate rapidly câ httpstcojebtnptdt
The pay boost for Blackrock CEO Larry Fink reflects a year where the worldâ€™s largest money manager took in record iâ€¦ https://t.co/zuF7N9EUs5,1,pay boost blackrock ceo larry fink reflects year worldâs largest money manager took record iâ httpstcozufneus
A bet that would pay out if the stock market declined before late March has made billions for the worldâ€™s largest hâ€¦ https://t.co/GppXJn8Twr,1,bet would pay stock market declined late march made billion worldâs largest hâ httpstcogppxjntwr
"As job losses ricochet across the U.S., Europe is conducting an unprecedented experiment in navigating the economicâ€¦ https://t.co/5MhMo45HbG",-1,job loss ricochet across u europe conducting unprecedented experiment navigating economicâ httpstcomhmohbg
Debt could hobble the post-coronavirus recovery. â€œPriority number one is going to be to pay down debt. We are not eâ€¦ https://t.co/PutguQqbk8,-1,debt could hobble postcoronavirus recovery âœpriority number one going pay debt eâ httpstcoputguqqbk
Hedge funds are told they shouldnâ€™t be taking aid if their management fees arenâ€™t significantly impacted by the corâ€¦ https://t.co/A1vkeuP3KZ,-1,hedge fund told shouldnât taking aid management fee arenât significantly impacted corâ httpstcoavkeupkz
LongTail Alpha funds capitalized on the marketsâ€™ reaction to the new coronavirus pandemic. https://t.co/hJaXfAmwhn,1,longtail alpha fund capitalized marketsâ reaction new coronavirus pandemic httpstcohjaxfamwhn
"Even if the worst of the pandemic is over next month, job losses could be prolonged and their damaging effect evenâ€¦ https://t.co/VtoXsQO5D1",-1,even worst pandemic next month job loss could prolonged damaging effect evenâ httpstcovtoxsqod
Heard on the Street: Central bank swap lines have prevented a global liquidity crisis. They could also pave the wayâ€¦ https://t.co/IfObCU0jcZ,1,heard street central bank swap line prevented global liquidity crisis could also pave wayâ httpstcoifobcujcz
"The pandemic sends a flood of new subscribers to Disney+, offsetting some of the companyâ€™s other shutdown problems. https://t.co/mxbkBV225r",-1,pandemic sends flood new subscriber disney offsetting companyâs shutdown problem httpstcomxbkbvr
Morgan Stanley CEO James Gorman is the most senior Wall Street executive known to have been infected with Covid-19 https://t.co/NerWgqdgec,-1,morgan stanley ceo james gorman senior wall street executive known infected covid httpstconerwgqdgec
Prices for debt from companies including Ford jump on the Fedâ€™s plans to buy new and existing bonds from so-calledâ€¦ https://t.co/lETbtyeyv2,1,price debt company including ford jump fedâs plan buy new existing bond socalledâ httpstcoletbtyeyv
"Failure to complete the deal would be a blow to BP, which already has the highest debt levels among the major oil câ€¦ https://t.co/W9NDe5BuxE",-1,failure complete deal would blow bp already highest debt level among major oil câ httpstcowndebuxe
U.K. foreign-exchange company paid about $2.3 million in bitcoin to cybercriminals months before its business beganâ€¦ https://t.co/ijJdf2DCJv,-1,uk foreignexchange company paid million bitcoin cybercriminals month business beganâ httpstcoijjdfdcjv
Russia and Saudis have agreed in principle to cut output https://t.co/1YbHOec5P5,-1,russia saudi agreed principle cut output httpstcoybhoecp
"RT @djtgallagher: Disney can't pack people into theme parks, cruises and movie theaters for a while. Luckily, it's stream is now a cheap opâ€¦",-1,rt djtgallagher disney cant pack people theme park cruise movie theater luckily stream cheap opâ
"RT @jonsindreu: In my column today, I argue that central-bank swap lines should be used to finance Emerging Markets' balances of payments,â€¦",1,rt jonsindreu column today argue centralbank swap line used finance emerging market balance paymentsâ
"RT @akaneotani: Something that seems unbelievable: despite another record jump in jobless claims, the U.S. stock market is on course for itâ€¦",-1,rt akaneotani something seems unbelievable despite another record jump jobless claim u stock market course itâ
RT @jdlahart: This Jobs Crisis Will Leave a Mark - my latest. I really did not want to learn how to spell â€œhysteresisâ€ again. https://t.co/â€¦,-1,rt jdlahart job crisis leave mark latest really want learn spell âœhysteresisâ httpstcoâ
RT @kenbrown12: 2020 was supposed to be the year everything came together for Airbnb.The coronavirus has made that next to impossible. httpâ€¦,-1,rt kenbrown supposed year everything came together airbnbthe coronavirus made next impossible httpâ
Oil prices rise on expectations that major producers will agree to slash output https://t.co/mgUyo8yCuL,-1,oil price rise expectation major producer agree slash output httpstcomguyoycul
"RT @PaulJDavies: I mean, just jaw-dropping &gt;&gt; As job losses ricochet across the U.S., Europe is conducting an unprecedented experiment in nâ€¦",-1,rt pauljdavies mean jawdropping gtgt job loss ricochet across u europe conducting unprecedented experiment nâ
RT @JChengWSJ: @Kubota_Yoko Some U.S. companies are still plowing fresh investment dollars into China. Walmart said Wednesday it would inveâ€¦,1,rt jchengwsj kubota_yoko u company still plowing fresh investment dollar china walmart said wednesday would inveâ
"RT @WSJheard: After two accounting scandals in less than a week, the Chinese growth story is becoming a tougher sell on Wall Street, says @â€¦",-1,rt wsjheard two accounting scandal less week chinese growth story becoming tougher sell wall street say â
RT @jasonzweigwsj: Latest round of emergency facilities expands the Federal Reserveâ€™s footprint into credit markets it has previously avoidâ€¦,-1,rt jasonzweigwsj latest round emergency facility expands federal reserveâs footprint credit market previously avoidâ
"Switzerlandâ€™s two largest banks, UBS and Credit Suisse, will pay 2019 dividends in two installments as banks acrossâ€¦ https://t.co/sVFFlrvKi5",-1,switzerlandâs two largest bank ubs credit suisse pay dividend two installment bank acrossâ httpstcosvfflrvki
Heard on the Street: Consumers are craving some delivery options more than others amid the pandemic. https://t.co/7ysA9tMcq0,-1,heard street consumer craving delivery option others amid pandemic httpstcoysatmcq
"Overheard: Disasters come and go. Human nature, unfortunately, stays the same. https://t.co/8gLiFoVa48",-1,overheard disaster come go human nature unfortunately stay httpstcoglifova
Heard on the Street: Germanyâ€™s biggest lender is a long way from profitability https://t.co/urm519LkSw,-1,heard street germanyâs biggest lender long way profitability httpstcourmlksw
"When you pay with plastic, merchants have to pay up to banks. Soon, some small businesses could have to pay more. https://t.co/KcmN6jBj8j",-1,pay plastic merchant pay bank soon small business could pay httpstcokcmnjbjj
Heard on the Street: Two accounting scandals are set to turn the spotlight back on corporate-governance problems ofâ€¦ https://t.co/q88bstB18d,1,heard street two accounting scandal set turn spotlight back corporategovernance problem ofâ httpstcoqbstbd
"Global stocks waver, while oil markets are buoyed by optimism that major crude producers including Russia may agreeâ€¦ https://t.co/PBDpkHgMcQ",1,global stock waver oil market buoyed optimism major crude producer including russia may agreeâ httpstcopbdpkhgmcq
RT @PaulJDavies: Interesting timing&gt;&gt; Saudi Arabiaâ€™s sovereign-wealth fund has amassed stakes worth roughly $1 billion in four major Europeâ€¦,1,rt pauljdavies interesting timinggtgt saudi arabiaâs sovereignwealth fund amassed stake worth roughly billion four major europeâ
2020 was supposed to be the year everything came together for Airbnb.The coronavirus has made that next to impossibâ€¦ https://t.co/8bRrQvoRaz,-1,supposed year everything came together airbnbthe coronavirus made next impossibâ httpstcobrrqvoraz
Dow gains more than 770 points on hopes the economy will recover from coronavirus https://t.co/LoiMexyjZI,1,dow gain point hope economy recover coronavirus httpstcoloimexyjzi
President Trump gives a green light for Americans to make money in outer space. https://t.co/KWX3qAFbsA,1,president trump give green light american make money outer space httpstcokwxqafbsa
Trying to extend hundreds-of-billions of dollars of small-business credit through U.S. banks is like putting a rounâ€¦ https://t.co/6CMGxbfnL5,-1,trying extend hundredsofbillions dollar smallbusiness credit u bank like putting rounâ httpstcocmgxbfnl
"Wells Fargo has faced restrictions on its balance sheet growth for more than two years, the result of widespread coâ€¦ https://t.co/QBnn2nDL2u",-1,well fargo faced restriction balance sheet growth two year result widespread coâ httpstcoqbnnndlu
"Oil futures have rallied over the past week, lifted by hopes that the U.S. will join other producers in cutting proâ€¦ https://t.co/ZDIIL2DEbT",1,oil future rallied past week lifted hope u join producer cutting proâ httpstcozdiildebt
Some retail chains fight for survival amid coronavirus https://t.co/x24GWiBmVb,1,retail chain fight survival amid coronavirus httpstcoxgwibmvb
"U.S. statistical agencies are struggling to measure the economy during the coronavirus pandemic, with lockdowns andâ€¦ https://t.co/iGobI7faYh",-1,u statistical agency struggling measure economy coronavirus pandemic lockdown andâ httpstcoigobifayh
Investors in LSE-listed funds enjoyed solid returns for years but as the airline industry is pummeled by coronaviruâ€¦ https://t.co/CjFvFYzxYw,1,investor lselisted fund enjoyed solid return year airline industry pummeled coronaviruâ httpstcocjfvfyzxyw
The coronavirus selloff has left fund managers nursing losses and local economies without a key source of financing https://t.co/xngaeSXiHH,-1,coronavirus selloff left fund manager nursing loss local economy without key source financing httpstcoxngaesxihh
Mainland Chinese investors have been buying Hong Kong-listed technology and bank stocks. The latter bet looks hardeâ€¦ https://t.co/Wo6JblQNvH,-1,mainland chinese investor buying hong konglisted technology bank stock latter bet look hardeâ httpstcowojblqnvh
Italian government bond yields rose as Europeâ€™s finance ministers failed to agree on a collective response to the eâ€¦ https://t.co/Fi7sNJh76H,-1,italian government bond yield rose europeâs finance minister failed agree collective response eâ httpstcofisnjhh
Mark Spitznagelâ€™s Universa Investments made a crazy return offering a hedging strategy that serves as an insuranceâ€¦ https://t.co/nRi494kcxJ,1,mark spitznagelâs universa investment made crazy return offering hedging strategy serf insuranceâ httpstconrikcxj
"Heard on the Street: For the next several months, consumer-price index data wonâ€™t reflect the drastic change in conâ€¦ https://t.co/LFTtCQDgnb",-1,heard street next several month consumerprice index data wonât reflect drastic change conâ httpstcolfttcqdgnb
New industry data provide the first hard look at how many Americans are struggling to make rent during the coronaviâ€¦ https://t.co/jnD95fmOz6,-1,new industry data provide first hard look many american struggling make rent coronaviâ httpstcojndfmoz
Social media upstart Pinterest is showing that its ad business isnâ€™t as disposable as some feared https://t.co/Ypeqi7tboL,-1,social medium upstart pinterest showing ad business isnât disposable feared httpstcoypeqitbol
"RT @Spencerjakab: Please ignore the â€œI saw the coronavirus coming, hereâ€™s whatâ€™s nextâ€ stuff and read my latest for â¦@WSJheardâ© instead httâ€¦",1,rt spencerjakab please ignore âœi saw coronavirus coming hereâs whatâs nextâ stuff read latest âwsjheardâ instead httâ
The Federal Reserve is limited in its efforts to revive the $4 trillion market for municipal securities. https://t.co/ymRweWcRXc,-1,federal reserve limited effort revive trillion market municipal security httpstcoymrwewcrxc
U.S. stock futures waver between gains and losses after a roller-coaster session on Wall Streetâ€¦ https://t.co/IkypxyNG6B,-1,u stock future waver gain loss rollercoaster session wall streetâ httpstcoikypxyngb
"RT @Birdyword: We're about to start getting inflation readings for March. The data will be volatile, and because it's based on a normal-eraâ€¦",1,rt birdyword start getting inflation reading march data volatile based normaleraâ
Medical-product companies with female directors recall products with high severity issues 35% faster than those witâ€¦ https://t.co/598vPxQkdo,1,medicalproduct company female director recall product high severity issue faster witâ httpstcovpxqkdo
"The coronavirus pandemic may, like the Great Depression, foster structural government policy change that outlasts tâ€¦ https://t.co/nKY300dksw",-1,coronavirus pandemic may like great depression foster structural government policy change outlasts tâ httpstconkydksw
"Many small businesses in the U.S. were vulnerable even before the coronavirus crisis hit, a New York Fed report shoâ€¦ https://t.co/5Tx0aSTkWq",-1,many small business u vulnerable even coronavirus crisis hit new york fed report shoâ httpstcotxastkwq
"U.S. economy is in a contraction, says Larry Kudlow, adding that it could reopen in four to eight weeks https://t.co/tgwRWgau7k",1,u economy contraction say larry kudlow adding could reopen four eight week httpstcotgwrwgauk
"Riskier investments, including junk bonds and nongovernment-backed mortgages, are being left behind as markets atteâ€¦ https://t.co/8uiVDNWl5b",-1,riskier investment including junk bond nongovernmentbacked mortgage left behind market atteâ httpstcouivdnwlb
"Office owners with long-term, stable leases hoped their buildings would become a haven for skittish investors whenâ€¦ https://t.co/t7FIR9436X",1,office owner longterm stable lease hoped building would become skittish investor whenâ httpstcotfirx
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserveâ€™s historic interventiâ€¦ https://t.co/AyvldKn33r,-1,market strain triggered coronavirus pandemic eased since federal reserveâs historic interventiâ httpstcoayvldknr
U.S. stocks are staging a remarkable two-day rally. But many analysts are calling the recent run a rally within a bâ€¦ https://t.co/dR44js6oyO,1,u stock staging remarkable twoday rally many analyst calling recent run rally within bâ httpstcodrjsoyo
Investors hope Thursdayâ€™s OPEC+ meeting will signal an end to the Saudi-Russian oil-price war https://t.co/2dXum2tlfY,1,investor hope thursdayâs opec meeting signal end saudirussian oilprice war httpstcodxumtlfy
SECâ€™s Clayton Says Companies Should Disclose Need for Bailout Funds https://t.co/R9S3scRwv4,-1,secâs clayton say company disclose need bailout fund httpstcorsscrwv
"Qatar began marketing U.S. dollar-denominated bonds, the first Persian Gulf state to tap the debt markets since theâ€¦ https://t.co/UknSZl5wZv",1,qatar began marketing u dollardenominated bond first persian gulf state tap debt market since theâ httpstcouknszlwzv
"Indonesia sold $4.3 billion of bonds, including one it wonâ€™t pay off for 50 years https://t.co/YsELWjzMli",1,indonesia sold billion bond including one wonât pay year httpstcoyselwjzmli
"Business usually picks up in the spring, when warmer weather kicks off seasonal work. But the novel coronavirus criâ€¦ https://t.co/eJ7clEuR1l",-1,business usually pick spring warmer weather kick seasonal work novel coronavirus criâ httpstcoejcleurl
"RT @BenEisen: A gap is forming between market haves and have nots. Riskier investments, including junk bonds and nongovernment-backed mortgâ€¦",-1,rt beneisen gap forming market have nots riskier investment including junk bond nongovernmentbacked mortgâ
"For years hospitals and large physician practices had a steady, predictable stream of sales and profits. The coronaâ€¦ https://t.co/PXcUx8bi7Y",1,year hospital large physician practice steady predictable stream sale profit coronaâ httpstcopxcuxbiy
"RT @djtgallagher: Samsung - like Micron and Nvidia - is getting a nice WFH boost from data center demand. Pain may be coming later, @jackycâ€¦",1,rt djtgallagher samsung like micron nvidia getting nice wfh boost data center demand pain may coming later jackycâ
Switzerland has lost its long-held position as the economy with the worldâ€™s lowest borrowing costs https://t.co/HScx73HvxY,-1,switzerland lost longheld position economy worldâs lowest borrowing cost httpstcohscxhvxy
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserveâ€™s historic interventiâ€¦ https://t.co/H5iCiGtUtn,-1,market strain triggered coronavirus pandemic eased since federal reserveâs historic interventiâ httpstcohicigtutn
Heard on the Street: Social distancing has been good for Samsung so far. But its prospects depend on the global ecoâ€¦ https://t.co/yfEXvfksXR,1,heard street social distancing good samsung far prospect depend global ecoâ httpstcoyfexvfksxr
Heard on the Street: Fiat Chrysler-Peugeot is one of many big mergers now offering investors the prospect of huge bâ€¦ https://t.co/X0cPiXHduu,1,heard street fiat chryslerpeugeot one many big merger offering investor prospect huge bâ httpstcoxcpixhduu
"RT @WSJheard: Social distancing has been good for Samsung so far, but that could change as the economy turns down, says @jackycwong
https:/â€¦",1,rt wsjheard social distancing good samsung far could change economy turn say jackycwong httpsâ
RT @Spencerjakab: Some hot auto deals - not for drivers but brave investors - by Heard on the Street Europe editor â¦@StephenWilmotâ©  https:â€¦,1,rt spencerjakab hot auto deal driver brave investor heard street europe editor âstephenwilmotâ httpsâ
"RT @jdlahart: Spring usually brings a huge pickup in economic activity, but the novel coronavirus crisis is cutting that short. My latest hâ€¦",-1,rt jdlahart spring usually brings huge pickup economic activity novel coronavirus crisis cutting short latest hâ
"Citiâ€™s head of mergers and acquisitions for Europe, Middle East and Africa is self-isolating in the English countryâ€¦ https://t.co/v8CjkZE5q7",1,citiâs head merger acquisition europe middle east africa selfisolating english countryâ httpstcovcjkzeq
"Riskier investments, including junk bonds and nongovernment-backed mortgages, are being left behind as markets atteâ€¦ https://t.co/h67Ztr552b",-1,riskier investment including junk bond nongovernmentbacked mortgage left behind market atteâ httpstcohztrb
Global markets extended gains amid early signs that lockdowns could be helping stem the coronavirus pandemic https://t.co/c7hNLeLevn,1,global market extended gain amid early sign lockdown could helping stem coronavirus pandemic httpstcochnlelevn
RT @JamesGlynnWSJ: Glynnâ€™s Take: RBA Not Sugarcoating Second-Quarter Slump #rba #ausbiz #ausecon  https://t.co/tIrw2j0hoF,-1,rt jamesglynnwsj glynnâs take rba sugarcoating secondquarter slump rba ausbiz ausecon httpstcotirwjhof
"RT @WSJheard: Merger arbitrage has gone from being a game of small, fairly certain gains to one of potentially huge, highly speculative oneâ€¦",1,rt wsjheard merger arbitrage gone game small fairly certain gain one potentially huge highly speculative oneâ
RT @R_Wall: Popular commercial-jet models have shed between 5% and 15% of their market value compared with the start of the year...they couâ€¦,1,rt r_wall popular commercialjet model shed market value compared start yearthey couâ
"RT @JChengWSJ: In hindsight, Wall Street probably shouldn't have let Luckin Coffee's chairman have more or less unfettered access to half aâ€¦",-1,rt jchengwsj hindsight wall street probably shouldnt let luckin coffee chairman less unfettered access half aâ
RT @estherfung: Some Landlords Say Only 25% of Retail Tenants Paid April Rent https://t.co/1JuE0xG1AH via @WSJ,1,rt estherfung landlord say retail tenant paid april rent httpstcojuexgah via wsj
"While the new $350 billion Paycheck Protection Program is aimed at businesses with 500 or fewer employees, big restâ€¦ https://t.co/F3O0m3u3J8",-1,new billion paycheck protection program aimed business fewer employee big restâ httpstcofomuj
"With consumers worried about keeping their homes, a car dealer is spurring sales by making their mortgage payments. https://t.co/8OwvlffCHM",-1,consumer worried keeping home car dealer spurring sale making mortgage payment httpstcoowvlffchm
"Egg prices soar, forcing supermarkets and farmers to scramble  https://t.co/jvxxygK2ER",-1,egg price soar forcing supermarket farmer scramble httpstcojvxxygker
"RT @srussolillo: A beautiful story from @tepingchen: 

Coronavirus forces Rosa Mendoza to shift from waitressing to feeding the needy. Andâ€¦",1,rt srussolillo beautiful story tepingchen coronavirus force rosa mendoza shift waitressing feeding needy andâ
The development comes as the Chinese coffee chainâ€™s share price has plunged after Luckin said much of its 2019 saleâ€¦ https://t.co/aGtRWrRjk2,-1,development come chinese coffee chainâs share price plunged luckin said much saleâ httpstcoagtrwrrjk
"A look at the short-term relief available to small businesses, so they can sustain their operations and keep theirâ€¦ https://t.co/fJEefW9EnW",1,look shortterm relief available small business sustain operation keep theirâ httpstcofjeefwenw
"Well-wishes: Mr. Hotzeâ€™s caps, hot-sellers online, read: â€˜Make Oil $80/bbl Again.â€™ https://t.co/GyT54ta8Kx",-1,wellwishes mr hotzeâs cap hotsellers online read âmake oil bbl againâ httpstcogyttakx
The stricken Bank of Jinzhou will unload $21 billion of assets to the central bank for less than a third of theirÂ râ€¦ https://t.co/xGuCP9lBlH,1,stricken bank jinzhou unload billion asset central bank less third theirâ râ httpstcoxgucplblh
The SEC issued suspension orders for dental supplier No Borders Inc. and apparel maker Sandy Steele Unlimited Inc.â€¦ https://t.co/eb0ZFlNgjl,-1,sec issued suspension order dental supplier border inc apparel maker sandy steele unlimited incâ httpstcoebzflngjl
Prompts include showing investors the potential tax liability of a trade and the potential cost in terms of lost reâ€¦ https://t.co/02HjAdaHgm,-1,prompt include showing investor potential tax liability trade potential cost term lost reâ httpstcohjadahgm
"Allstate said it would dispatch more than $600 million in shelter-in-place payback checks, https://t.co/OF3AyFHVkI",1,allstate said would dispatch million shelterinplace payback check httpstcoofayfhvki
The Dow has rallied 6% today as investors react to early signs that lockdowns in the U.S. and Europe may be helpingâ€¦ https://t.co/W7UUwREpdJ,-1,dow rallied today investor react early sign lockdown u europe may helpingâ httpstcowuuwrepdj
"So many funds use ESG in their names now, regulators are looking hard at whether the products live up to their billâ€¦ https://t.co/KY2KEM9e1S",1,many fund use esg name regulator looking hard whether product live billâ httpstcokykemes
One assumption to avoid: overestimating the duration of the market retrenchment https://t.co/xhEt9gDXki,1,one assumption avoid overestimating duration market retrenchment httpstcoxhetgdxki
"Applications for participation in the Fedâ€™s Commercial Paper Funding Facility must be submitted by Thursday, the Neâ€¦ https://t.co/j0cSiptJDj",1,application participation fedâs commercial paper funding facility must submitted thursday neâ httpstcojcsiptjdj
â€œYou are playing with fire when you are investing in something that will have three times the volatility of the S&amp;Pâ€¦ https://t.co/nUjx4fHTcR,1,âœyou playing fire investing something three time volatility samppâ httpstconujxfhtcr
Saudi Arabia and others in OPEC are working to convince oil producers there will be little space left to store theiâ€¦ https://t.co/bJytfI2ytW,1,saudi arabia others opec working convince oil producer little space left store theiâ httpstcobjytfiytw
The Fed and Treasury Department are planning to launch a program to buy loans that financial firms make through theâ€¦ https://t.co/DUUAXs3yzq,1,fed treasury department planning launch program buy loan financial firm make theâ httpstcoduuaxsyzq
Berkshire Hathawayâ€™s financing of Occidental Petroleumâ€™s Anadarko deal could see it own a large chunk of the companâ€¦ https://t.co/lDO85FI6hz,1,berkshire hathawayâs financing occidental petroleumâs anadarko deal could see large chunk companâ httpstcoldofihz
"James Dinsmore attributes Bancroft Fundâ€™s unusually strong 2019 to falling rates, judicious use of leverage and a mâ€¦ https://t.co/BBrBuvoWD9",-1,james dinsmore attribute bancroft fundâs unusually strong falling rate judicious use leverage mâ httpstcobbrbuvowd
"Not everyone panics in the stock market, but a professor has figured out what some do https://t.co/kKCDfT6Bko",1,everyone panic stock market professor figured httpstcokkcdftbko
RT @PaulPage: The False Choice Between Lockdowns and the Economy:  Countries without lockdowns are in economic free-fall too https://t.co/Uâ€¦,-1,rt paulpage false choice lockdown economy country without lockdown economic freefall httpstcouâ
"RT @telisdemos: Luckin Coffee chairman had a half-billion dollar margin loan, global banks stand to lost $100m https://t.co/HdwRjLaCP8",-1,rt telisdemos luckin coffee chairman halfbillion dollar margin loan global bank stand lost httpstcohdwrjlacp
A reason you donâ€™t panic with your 401(k) when stocks plunge: The Dow is up 13% from its low https://t.co/DBPMUsCOF3,1,reason donât panic k stock plunge dow low httpstcodbpmuscof
Heard on the Street: Beijing has been more restrained with monetary policy in the coronavirus crisis than Washingtoâ€¦ https://t.co/DKPQAqjEki,1,heard street beijing restrained monetary policy coronavirus crisis washingtoâ httpstcodkpqaqjeki
"After Lehman declared bankruptcy in 2008, a group of market-timing services recommended extensive short positions iâ€¦ https://t.co/AhzlyhnZfg",-1,lehman declared bankruptcy group markettiming service recommended extensive short position iâ httpstcoahzlyhnzfg
Every target-date fund isnâ€™t the same. That became clear in the market rout. https://t.co/XBaICwIj7Z,1,every targetdate fund isnât became clear market rout httpstcoxbaicwijz
"Congress has offered to delay the implementation of new loan-accounting rules for U.S. banks, but banks have good râ€¦ https://t.co/6mKibJZ6d0",-1,congress offered delay implementation new loanaccounting rule u bank bank good râ httpstcomkibjzd
The big banksâ€™ decision to focus on existing customers could hurt smaller and minority-owned businesses that are leâ€¦ https://t.co/abZxgFnH4z,-1,big banksâ decision focus existing customer could hurt smaller minorityowned business leâ httpstcoabzxgfnhz
What are professional money managers doing to limit the damage to portfolios? Hereâ€™s what a few had to say https://t.co/9xInrdyZJU,1,professional money manager limit damage portfolio hereâs say httpstcoxinrdyzju
Coronavirus pandemic has made videoconferencing upstart Zoom a household name https://t.co/2ufj74gwkL,1,coronavirus pandemic made videoconferencing upstart zoom household name httpstcoufjgwkl
Car insurer American Family is handing out $200 million in refunds as Americans drive less and have fewer accidentsâ€¦ https://t.co/a0X6iJ3ppS,1,car insurer american family handing million refund american drive less fewer accidentsâ httpstcoaxijpps
JPMorgan CEO Writes in Shareholder Letter: Expecting â€˜a Bad Recessionâ€™ https://t.co/Xli9jXZdz8,-1,jpmorgan ceo writes shareholder letter expecting âa bad recessionâ httpstcoxlijxzdz
"Oil prices fell Monday, paring some of their recent rebound after a virtual summit for producers to discuss supplyâ€¦ https://t.co/2RHm8CWP5G",-1,oil price fell monday paring recent rebound virtual summit producer discus supplyâ httpstcorhmcwpg
Inflows with a capital I: The S&amp;P 500 fund took in $11 billion in March https://t.co/kTk0dimVl4,-1,inflow capital sampp fund took billion march httpstcoktkdimvl
"In this market, gaining 12.8% for the 12 months makes you the top stock-fund manager https://t.co/aVQ9SiucK7",1,market gaining month make top stockfund manager httpstcoavqsiuck
"RT @kenbrown12: Kept at home by the coronavirus, many Chinese fall behind on their debts. Consumer debt has risen a lot in the past few yeaâ€¦",-1,rt kenbrown kept home coronavirus many chinese fall behind debt consumer debt risen lot past yeaâ
"RT @djtgallagher: Zoom is now a household name, which also puts its problems under a microscope. For @WSJheard - https://t.co/sQx0aPProo",-1,rt djtgallagher zoom household name also put problem microscope wsjheard httpstcosqxapproo
"Bonds havenâ€™t been much of a haven lately, so what now? Hereâ€™s what some advisers say bond investors should be doinâ€¦ https://t.co/bePOby82D2",-1,bond havenât much lately hereâs adviser say bond investor doinâ httpstcobepobyd
The gold-silver ratio has had a big run-up in recent weeks. Some traders see an opportunity. https://t.co/7Xu6leolLs,1,goldsilver ratio big runup recent week trader see opportunity httpstcoxuleolls
"Most new bond sales are still coming from well-established companies with higher credit ratings, reflecting a conseâ€¦ https://t.co/TXM1QAgeHD",1,new bond sale still coming wellestablished company higher credit rating reflecting conseâ httpstcotxmqagehd
"RT @WSJheard: China has been more restrained with monetary policy in the coronavirus crisis than the U.S. or Europe, but that is probably aâ€¦",-1,rt wsjheard china restrained monetary policy coronavirus crisis u europe probably aâ
"Heard on the Street: Aircraft values have plummeted since the start of the Covid-19 crisis, but likely have much fuâ€¦ https://t.co/CzcZD5rV0c",-1,heard street aircraft value plummeted since start covid crisis likely much fuâ httpstcoczczdrvc
People who had the guts to invest in stocks during the panic in March 2009 were rewarded for years https://t.co/uwdyW3oWaK,1,people gut invest stock panic march rewarded year httpstcouwdywowak
Heard on the Street: Countries without lockdowns are in a state of economic free fall too https://t.co/vOsllfe3G0,-1,heard street country without lockdown state economic free fall httpstcovosllfeg
RT @jasonzweigwsj: Heard on the Street: Countries without lockdowns are in a state of economic free fall too https://t.co/Aram6sjZU1 via @Wâ€¦,-1,rt jasonzweigwsj heard street country without lockdown state economic free fall httpstcoaramsjzu via wâ
â€œBond funds still make sense.â€ Negative rates wonâ€™t change that https://t.co/UjfPulPfYg,-1,âœbond fund still make senseâ negative rate wonât change httpstcoujfpulpfyg
Global markets rise following fresh signals that lockdowns in the U.S. and Europe are helping slow the coronavirusâ€¦ https://t.co/JZby0qx2Yd,1,global market rise following fresh signal lockdown u europe helping slow coronavirusâ httpstcojzbyqxyd
Are investors selling gold to cover margin calls? Some say that may explain a recent drop in gold prices https://t.co/dCL6G3hzfB,-1,investor selling gold cover margin call say may explain recent drop gold price httpstcodclghzfb
Many hedge-fund managers are hanging in during the market rout; but itâ€™s not a good time to be in emerging markets https://t.co/EbJOdclnEv,-1,many hedgefund manager hanging market rout itâs good time emerging market httpstcoebjodclnev
"Saudi Arabia has delayed pricing its crude for May delivery, a cease-fire in a price war that has contributed to aâ€¦ https://t.co/MXR4xmIlYK",-1,saudi arabia delayed pricing crude may delivery ceasefire price war contributed aâ httpstcomxrxmilyk
RT @Birdyword: Lockdowns solve coordination problems: The alternative to enforcement could be millions independently trying to avoid infectâ€¦,1,rt birdyword lockdown solve coordination problem alternative enforcement could million independently trying avoid infectâ
At least a quarter of the U.S. economy has gone offline due to the widespread shutdowns of business due to coronaviâ€¦ https://t.co/PF3gG4Nqu1,-1,least quarter u economy gone offline due widespread shutdown business due coronaviâ httpstcopfggnqu
"Many companies have suspended share-repurchase plans, removing a crucial pillar of support for the stock market durâ€¦ https://t.co/Ixi9QcssF9",-1,many company suspended sharerepurchase plan removing crucial pillar support stock market durâ httpstcoixiqcssf
